"id";"coder";"entry_date";"file_name";"emp_state";"emp_state_other";"emp_city";"emp_institution";"emp_department";"job_title";"prof_denomination";"job_published";"job_deadline";"job_start";"job_asap";"job_position";"job_position_other";"job_has_tenure";"job_qualification_option";"job_has_scholarship";"job_phd_program";"job_has_limit";"job_limit_year";"job_limit_month";"job_extension";"job_extension_conc";"job_pay";"job_pay_other";"job_percentage";"job_third_party_fund";"job_teaching";"job_teaching_other";"job_require_exam";"job_subject_exam";"job_topic_require";"job_topic_task";"job_topic_conc";"job_method_require";"job_method_task";"job_method_conc";"job_software_require";"job_software_task";"job_software_conc";"job_research_require";"job_research_task";"job_research_conc";"job_funding_require";"job_funding_task";"job_funding_conc";"job_coordinate_require";"job_coordinate_task";"job_coordinate_conc";"job_teaching_require";"job_teaching_task";"job_teaching_conc";"job_admin_require";"job_admin_task";"job_admin_conc";"job_nonacademic_require";"job_non_academic_conc";"job_quali_require";"job_quali_task";"job_other_require";"job_other_require_conc";"job_other_task";"job_other_task_conc";"job_benefits";"appl_chances";"appl_disability";"appl_gender";"appl_diversity";"appl_family";"appl_dualcareer";"appl_parttime_option";"appl_cost"
"73";"GK";"";"2020-06-10_pradoc_uni_salzburg.pdf";"2";"";"Salzburg";"Universität Salzburg";"Fachbereich Kommunikationswissenschaften";"0";"";"";"2020-06-10";"2020-10-01";"0";"11";"";"0";"0";"0";"0";"1";"4";"0";"0";"0";"30";"B1, 1.464,50€ (14x im Jahr)";"0,5";"0";"8";"";"1";"Publizistikwissenschaft; Kommunikationswissenschaft; vergleichbare Disziplin";"1";"1";"Lehre im Bereich Kommunikationswissenschaften mit Schwerpunkt Propädeutik und Einführung in qualitative und quantitative Methoden";"0";"1";"qualitative und quantitative Methoden";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"1";"1";"Mitwirkung an Verwaltungsaufgaben im Zusammenhang mit der Lehre, Vorerfahrungen in der universitäts Lehre, Lehre im Bereich KOmmunikationsiwssenschaft mit dem SChwerpunkt Propädeutik Einfürhung in qualitative und quantitative Methoden";"0";"0";"";"0";"";"1";"1";"1";"Erfahrungen und didaktische Kenntnisse, Erfahrungen mit Projektprientierter Lehre, Freude an und Engagement in der Lehre, Interesse am wissenschaftlichen Arbeiten, Selbstständigkeit und Belastbarkeit, Teamfähigkeit, Breitschaft zur Weiterbildung";"0";"";"0";"1";"1";"1";"0";"0";"0";"0";"2"
"74";"GK";"";"2020-06-12_w2_hs_osnabrueck.pdf";"1";"";"Osnabrück";"Hochschule Osnabrück";"Hochschule Osnabrück, Fakultät Management, Kultur und technik";"Professur für Organisationspsychologie mit dem Schwerpunkt Organisationsführung";"Organisationspsychologie mit dem Schwerpunkt Organisationsführung";"";"2020-06-12";"asap";"1";"23";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"2";"";"1";"0";"NA";"";"1";"Publizistikwissenschaft; Kommunikationswissenschaft; verwandter Disziplin";"1";"1";"Organisationspsychologie und Kommunikationsmanagement; Organisationsführung";"1";"0";"qualitative und quantitative Forschungsmethoden";"0";"0";"";"0";"0";"";"1";"1";"Forschungsprojekte einwerben, leiten und realisieren";"1";"1";"Froschungsprojekte leiten,";"1";"1";"Kommunikationsmanagement (BA) und Kommunikation und Management (MA) unterrichten";"1";"1";"Unterstützung in Selbstverwaltung und Hochschulentwicklungen";"1";"mind. fünf jährige berufliche Praxis (mind. drei davon außerhalb des Hochschulbereichs) in den Berufsfeldern Human Rescource Management, Organisationsführung, Organisationsberatung oder Kommunikationsmanagement";"1";"1";"1";"pädagogisch-didaktische Eignung in der Hochschullehre, Erfahrungen im bereich theoretisch fundierter anwendungsorientierter Lehre, überdurchschnittlich qualifiziert";"0";"";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"75";"GK";"";"2020-06-12_w3_lmu_muenchen.pdf";"1";"";"München";"LMU München";"Sozialwissenschaftliche Fakultät, Institut für Kommunikationswissenschaft und Medienforschung";"Proffesur (W3) für Kommunikationswissenschaften";"Kommunikationswissenschaft (Strategische Kommunikation und/oder im Bereich Wissenschafts-, Umwelt- und/oder Gesundheitskommunikation)";"";"2020-06-12";"asap";"1";"24";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"3";"";"1";"0";"NA";"";"0";"Kommunikationswissenschaft; Psychologie; Verwandte Disziplin";"1";"1";"Strategische Kommunikation und/ oder Wissenschafts-, Umwelt- und/ oderGesundheitskommunikation";"1";"0";"vertiefte Kenntnisse der sozialwissenschaftlichen Methoden";"0";"0";"";"1";"1";"herrausragender, internationaler Forschungsausweis; exzellente Leistung in Forschung nachgewiesen";"0";"0";"";"0";"0";"";"1";"1";"hohes Engagement in der Lehre in Kommunikationswissenschaft und Medienforschung, exzellente Leistungen in der Lehre nachgewiesen";"0";"0";"";"0";"";"1";"1";"1";"herrausragend nachgewiesene Persönlichkeit, ausgeprägte Vernetzung im Inn- und Ausland";"";"";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"76a";"GK";"";"2020-06-23_2praedoc_uni_wien.pdf";"2";"";"Wien";"Universität Wien";"Institut für Pubizistik- und Kommunikationswissenschaft";"Universitätsassistent*innen (prae doc) am Institut für Publizistik- und Kommunikationswissenschaft";"";"";"2020-06-23";"asap";"1";"11";"";"0";"0";"0";"0";"1";"4";"0";"0";"0";"0";"B1 Grundstufe";"0,75";"0";"NA";"";"1";"Kommunikationswissenschaft; Medienwissenschaft";"1";"1";"Lehre und Forschung im Bereich Computational Communication Science";"1";"0";"fundierte Kenntnisse der Methoden der empirischen Sozialforschung, insbesondere quanitative Methoden, Interesse am Erlernen von Methoden der Computaional CommunicationScience";"1";"1";"Programmiererfahrung in R und/oder Python oder die Bereitschaft, sich diese oderandere objektorientierte Prgrammiersprachen anzueignen";"1";"1";"Mitwirkung an Forschungsprojekten, bei wissenschaftlichen Studien im Bereich Computational Communication Science";"0";"0";"";"0";"0";"";"1";"1";"Mitwirkung an und selbstständige Abhaltung von Lehrveranstaltungen im Ausmaß der kollektivvertraglichen Bestimmungen";"0";"0";"Studierendenbetreuung, Mitarbeit bei der Organisation von Tagungen, Konferenzen, Symposien, Mitwirkung in der Institutsadministration";"";"";"1";"1";"1";"didaktische Kompetenzen, hohe schriftliche und mündliche Ausdrucksfähigkeit, sehr gute EDV-Anwendungskenntnisse, Teamfähigkeit, gutes Zeitmanagement, Zuverlässigkeit, inhaltliches Interesse an Fragestellungen in den Bereichen Öffentlichkeit und politische Kommunikation";"1";"Mitwirkung bei Publikationen/ wissenschaftlichen Artikeln/Vortragstätigkeit";"0";"1";"0";"1";"1";"0";"0";"0";"0"
"76b";"GK";"";"2020-06-23_2praedoc_uni_wien.pdf";"2";"";"Wien";"Universität Wien";"Institut für Pubizistik- und Kommunikationswissenschaft";"Universitätsassistent*innen (prae doc) am Institut für Publizistik- und Kommunikationswissenschaft";"";"";"2020-06-23";"asap";"1";"11";"";"0";"0";"0";"0";"1";"4";"0";"0";"0";"0";"B1 Grundstufe";"0,75";"0";"NA";"";"1";"Journalsimus; Kommunikations- und Medienwissenschaft; anderes Fach";"1";"0";"Computational Communication Science";"1";"0";"fundierte Kenntnisse der Methoden der empirischen Sozialforschung, insbesondere quanitative Methoden, Interesse am Erlernen von Methoden der Computaional CommunicationScience";"1";"1";"Programmiererfahrung in R und/oder Python oder die Bereitschaft, sich diese oderandere objektorientierte Prgrammiersprachen anzueignen";"1";"1";"Mitwirkung an Forschungsprojekten, bei wissenschaftlichen Studien im Bereich Computational Communication Science";"0";"0";"";"0";"0";"";"1";"1";"Mitwirkung an und selbstständige Abhaltung von Lehrveranstaltungen im Ausmaß der kollektivvertraglichen Bestimmungen";"0";"0";"Studierendenbetreuung, Mitarbeit bei der Organisation von Tagungen, Konferenzen, Symposien, Mitwirkung in der Institutsadministration";"";"";"1";"1";"1";"didaktische Kompetenzen, hohe schriftliche und mündliche Ausdrucksfähigkeit, sehr gute EDV-Anwendungskenntnisse, Teamfähigkeit, gutes Zeitmanagement, Zuverlässigkeit, inhaltliches Interesse an Fragestellungen in den Bereichen Öffentlichkeit und politische Kommunikation";"1";"Mitwirkung bei Publikationen/ wissenschaftlichen Artikeln/Vortragstätigkeit";"0";"1";"0";"1";"1";"0";"0";"0";"0"
"77";"GK";"";"2020-06-23_postdoc_uni_wien.pdf";"2";"";"Wien";"Universität Wien";"Institut für Pubizistik- und Kommunikationswissenschaft";"Universitätsassistent*in (""post doc"") am Institut für Pubizistik- und Kommunikationswissenschaft";"";"";"2020-06-23";"2020-09-01";"0";"12";"";"0";"2";"0";"0";"1";"6";"0";"0";"0";"0";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft";"1";"1";"Computational Communication Science";"1";"1";"Kenntnisse rechen- und datenintensiver Methoden der Sozialwissenschaften, insbesondere: Netzwerkanalyse, agentenbasierte Modellierung und Computersiumlation, Zeitreihenanalyse, Text- und Datamining";"1";"1";"Programmiererfahrung, bevorzugt in R und/oder Python, Kenntnisse von Statistik-Software";"1";"1";"Mitarbeit in Forschungsprojekten";"1";"1";"Projektbeantragung und Drittmitteleinwerbung";"0";"0";"";"1";"1";"selbstständige Abhaltung von Lehrveranstaltungen im Ausmaß der kollektivverträglichen Bestimmungen";"1";"1";"Studierendenbetreuung, Mitwirkung in der Institutsadministration";"0";"";"1";"1";"1";"hohe schriftliche und mündliche Ausdruckfähigkeit, sehr gute Englischkenntnisse in Wort und Schrift, sehr gute EDV Anwendungskenntnisse, Teamfähigkeit";"1";"Prüfungstätigkeiten, internationale Publikations- und Vortragstätigkeit";"0";"1";"0";"1";"1";"0";"0";"0";"0"
"78";"GK";"";"2020-06-26_postdoc_uni-wien.pdf";"2";"";"Wien";"Universität Wien";"Department of Communication, Daculty of Social Sciences";"University Assistant (post doc)";"";"";"2020-06-26";"2020-10-01";"0";"12";"";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"";"1";"1";"NA";"";"1";"Kommunikationswissenschaft, angrenzende Sozial-, Kultur- oder Geisteswissenschaft";"1";"1";"Social Media Use and Adolescents' Well-Being";"1";"1";"methods of empirical social research, especially quantitative methods and statistical data analysis";"0";"0";"";"1";"1";"investigate the opportnities and risks of permant social media use for adolescents' physical, psychological and social well-being, join the research group of the project";"1";"0";"first experiences in project applications and (external) fundraising are advantageous";"1";"1";"participate in raising additional third-party funding (for the project)";"1";"1";"teaching at the Bachelor's and Master's levels";"1";"1";"administrative duties";"0";"";"1";"1";"1";"track record of international publications and talks, fleuncy in English in writing and speaking, cumputer literacy, ability to work in teams";"1";"supervision of students is possible and is enumerated in accordance with the collective bargaining agreement";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"79";"GK";"";"2020-07-10_lecturer_uni_bremen.pdf";"1";"";"Bremen";"Universität Bremen";"Fachbereich Kulturwissenschaften, am Zentrum für Medien-, Kommunikations- und Informationsforschung";"1 x 1,0 Lektor/in (w/m/d) für das Fachgebiet Kommunikations- und Medienwissenschaft mit dem Schwerpunkt Public Relations und Unternehmenskommunikation";"";"2020-06-11";"2020-07-10";"asap";"1";"13";"";"0";"1";"0";"0";"1";"3";"0";"0";"0";"14";"";"1";"0";"12";"";"1";"Soziologie";"1";"1";"Kommunikations- und Medienwissenschaft mit dem Schwerpunkt Public Relations und Unternehmenskommunikation";"0";"0";"";"0";"0";"";"1";"1";"selbstständige Durchführung von Forschungsaufgaben im o.g. Bereich";"0";"0";"";"0";"0";"";"1";"1";"selbstständige Durchführung von wissenschaftlicher Lehre im Bereich Public Relations und Unternehmenskommunikation unter besonderer Berücksichtigung von Social Media; EInbringung in die kommunikations- und medienwissenschaftliche Lehre einzubringen";"1";"1";"Übernahme von administratischen Aufgaben , Mitwirkung in der Beratung der Studierenden, Mitwirkung in universitalen Gremien";"0";"";"1";"1";"1";"pädagoscih-didaktische Eigung, Lehrerfahrung";"1";"Durchführung von Prüfungen, Betreuung von B.A.- und M.A.-Arbeiten in den am ZeMKI angesiedelten Studiengängen";"0";"1";"1";"1";"1";"0";"0";"0";"2"
"80";"GK";"";"2020-07-10_studienkoordination_hms_hamburg.pdf";"1";"";"Hamburg";"Hamburg Media School";"";"Mitarbeiter_in Studienkoordination (m/w/d) im Masterstudiengang ""Digitale Journalism""";"";"";"2020-07-10";"asap";"1";"11";"";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"";"0,75";"0";"NA";"";"1";"Informatik; angewandte Statistik; Data Science; ähnliches Fach";"0";"1";"Digital Journalism";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"1";"1";"Koordination des Studienprogramms, u.a. Planung, Organisation und Betreuung des Lehrangebots; Studiengangsbezogene Veranstaltungsaufgaben, u.a. Betreuung, Zulassungsprozess, Datendokumentation";"1";"einschlägige Berufspraxis als wissenschaftliche_r Mitarbeiter_in in oder im Hochschulmanagement bzw. im Bildungssektor";"1";"1";"1";"Fähigkeit zur Teamfähigkeit, Branchenkenntnisse und Vernetzung im Medienbereich, sicheres Auftreten, Dienstleistungsorientierung sowie Freude und Motivatin bei Umgang mit Studierenden, schnelle Auffassungsgabe, Fähigkeit zum strukturierten, zuverlässigen und selbstständigen Arbeiten, Termintreue und hohes Qualitätbewusstsein, IT-Affinität und die Bereitschaft sich in neue Programme einzuarbeiten";"1";"Kommunikation, insbesondere mit Bewerber_innen, Studierenden, Dozent_innen und Hochschulgremien, (Mit-)Organisation von begleitenden (wissenschaftlichen) Veranstaltungen, Koordination und Kontrolle von studiengangsbezogenen Qualitätsstandards";"vielseitige Herausforderungen bei der Koordination neuer, an der digitalen Arbeitsrealität von Redaktionen entwickleter Lehrinhalte; die Möglichkeit, interne Prozesse weiterzuentwickeln, zu gestalten und kontinuierlich zu verbessern; intensive Mitarbeit in einem dynamischen Team; enge Zusammenarbeit mit spannender Praxispartnern und nahmenhaften Medienunternehmen, flache Hiearchien, kurze Entscheidungswege sowie Eigenverantwortung, kreatives Arbeitsumfeld, Zuschuss zum HVV-Ticket";"1";"0";"0";"0";"0";"0";"1";"0"
"81";"GK";"";"2020-07-10_w2_westfaelische_hochschule.pdf";"1";"";"Gelsenkirchen";"Hochschule Gelsenkirchen";"Westfälische Hochschule";"Professur Praxis und Theorie des Journalismus (W2)";"Praxis und Theorie des Journalismus";"";"2020-07-10";"2020-09-01";"0";"23";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"2";"";"1";"0";"NA";"";"0";"Medienwissenschaft; verwandte Disziplin";"1";"1";"Journalismus";"1";"0";"wissenschaftliche Methoden";"0";"0";"";"1";"0";"Forschungsskompetenz und -interess";"1";"1";"Initiierung und Umseltung von Drittmitteln";"1";"1";"Beteiligung an Akquise von Drittmitteln";"1";"1";"Leitung von Lehrveranstaltungen aud Deutsch und Englisch";"0";"0";"";"1";"fünf jährige Berufspraxis, davon mind. drei außerhalb des Hochschulbereichs";"1";"1";"1";"ausgewiesene Erfahrung in journalistischen Texten fürs Lesen und Hören";"1";"Mitwirkung bei Auf- und Ausbau des Studienangebots im Bachelor Journalismus und Public Relations und in den Master-Programmen für Journalismus und Kommunikationsmanagement, Akzente setzen bei der (Weiter-)Entwicklung digitaler Lehrformate";"spannendes und abwechslungsreiches Aufgabengebiet mit viel Gestaltungsfreiraum; persönliches, praxisnahes und profiliertes Arbeiten; Entwicklungsmöglichkeiten dank regelmäßiger Fort- und Weiterbildungsangebot; wertschätzende und offene Arbeitsatmosphäre";"0";"1";"1";"0";"0";"0";"0";"0"
"82";"GK";"";"2020-07-12_wimi_bayrische_akademie_der_wissenschaften.pdf";"1";"";"München";"Bayrische Akademie der Wissenschaften";"Bayrisches Forschungsinstitut für Digitale Transformation";"eine wiss. Mitarbeiterin/ ein wiss. Mitarbeiter im Bereich Kommunikationswissenschaft (m/w/d)";"";"";"2020-07-12";"2020-10-01";"0";"11";"";"0";"1";"0";"0";"1";"3";"0";"1";"0";"13";"";"1";"1";"NA";"";"1";"Kommunikationswissenschaft; angrenzende Sozialwissenschaft";"1";"1";"Lehre im Bereich Kommunikationswissenschaften";"1";"1";"fundierte Kenntnisse der qualitativen und quantitativen sozialwissenschaften Methoden (insbesondere quantitative Befragung, qualitative Inhaltsanalyse, qualitative Leitfadeninterviews)";"1";"1";"Anwendungskenntnisse in Datenerhebung und Datenauswertung (SPSS und/oder R)";"1";"1";"Forschung im Bereich öffentliche Kommunikation, medienökonomie, medien-/Internetrecht, starkes Interesse an Forschung";"0";"0";"";"0";"0";"";"0";"0";"";"1";"1";"Betreuung des Projekts und Durchführung sozialwissenschaftlicher, empirischer Studien";"0";"";"1";"1";"1";"sehr gute Beherrschung der englischen Sprache in Wort und Schrift, hohe Eigeninitiative, Selbstorganisation, Interesse an interdisziplinären Kooperationen";"0";"";"intellektuell anregende, selbstständige und abwechslungsreiche Tätigkeit mit weitreichenden Gestaltungsmöglichkeiten, Mitarbeit an gesellschaftlich relevanten Fragestellungen im Bereich Digitalisierung zur Beratung von Politik und Gesellschaft, Zugang zu einem hochkarätigen wissenschaftlichen Umfeld, familienfreundlicher Arbeitsplatz mit flexiblen Arbeitszeiten in der Münchner Innenstadt";"1";"1";"0";"1";"1";"0";"0";"0"
"83";"GK";"";"2020-07-12_wimi_uni_wuerzburg.pdf";"1";"";"Augsburg";"Universität Augsburg";"Institut für Medien, Wissen und Kommunikation";"Wissenschaftlichen Mitarbeiterin/Mitarbeiters (m/w/d)";"";"";"2020-07-12";"2020-09-01";"0";"11";"";"0";"0";"0";"0";"1";"1";"0";"1";"0";"13";"";"0,5";"0";"5";"";"1";"Kommunikationswissenschaft; Medienpsycholgie; Musikwissenschaft";"1";"0";"Mediatisierung und Medienkultur; Öffentlichkeits- und Partizipationsforschung, Gegenöffentlichkeit und Alternative Medien; Digitale Spiele; Virtual Reality";"1";"0";"Kenntnisse in qualitativer Methoden der empirischen Sozialforschung, z.B. Befragung, Inhaltsanalyse und/oder Beobachtung und/oder im Bereich Grounded Theorie";"1";"1";"in der Anwendung qualitativer Analysesoftware (v.a. MAXQDA,f4)";"1";"1";"Kompetenzen in einem der aktuellen Forschungsfelder des Arbeitsbereichs oder die Bereitschaft, sich in dieses einzuarbeiten";"0";"0";"";"0";"0";"";"1";"1";"Realisieren von Lehrveranstaltungen";"1";"1";"Selbstverwaltung des Instituts";"0";"";"1";"1";"1";"sehr gutes Audrucksvermögen in der deutschen und englischen Sprache, Fähigkeit und BereitschaftIm Team des Arbeitsbereichs zusammenzuarbeiten und sich mit eignen Ideen einzubringen";"1";"wissenschaftliche Weiterqualifikation (Doktorat)";"angenehme Arbeitsatmosphäre und flexible Home-Office-Regelungen";"1";"1";"1";"0";"1";"0";"0";"0"
"84";"GK";"";"2020-07-13_wimi_uni_wuppertal.pdf";"1";"";"Wuppertal";"Universität Wuppertal";"Fakultät für Human- und Sozialwissenschaften, Lehrgebiet Allgemeine Soziologie";"Wissenschaftliche*r Mitarbeiter*in";"";"";"2020-07-13";"asap";"1";"11";"";"0";"1";"0";"0";"1";"3";"0";"0";"0";"13";"";"0,5";"0";"2";"";"1";"Journalistik; Kommunikationswissenschaft";"1";"0";"Medien- und Kommunikationssoziologie, Kultursoziologie";"1";"1";"qualitative Methoden der Sozialforschung";"1";"1";"sicherer Umgang mit digitalen Medien und einschlägiger Soft ware (z.B. moodie, Window Movie Maker, sciebo)";"1";"1";"wissenschaftliche Forschung im Fach Soziologie aufzuarbeiten und zu transformieren in soziologische Lehr- und Lernmaterialien, Forschungsergebnisse in die Entwicklung und Einrichtung von soziologischen eLearning-Materialien eingebringen";"0";"0";"";"0";"0";"";"1";"1";"Verbesserung der Lehre, Vorlesungen, Seminaren und Übungen";"1";"1";"Mitarbeit bei der Prüfungsorganisation und bei Maßnahmen zur Verbesserung der Betruugsrelation, Mithilfe bei Prüfungstätigkeiten";"0";"";"1";"1";"1";"Berufserfahrung im akademischen Bereich, bspw. bei der Betreuung von Studierenden, sowie Vertreutheit mit universären Abläufen ist von Vorteil; sicherer Umgang mit der deutschen und englischen Wissenschaftssprache sowie gute Kenntnisse im bereich der EDV";"1";"Unterstützen der digitalen Distanzlehre";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"85";"GK";"";"2020-07-15_postdoc_hiig_berlin.pdf";"1";"";"Berlin";"Humboldt Institut für Internet und Gesellschaft";"";"Postdoktorand*in (m/w/d) mit technischer Perspektive";"";"2020-06-11";"2020-07-15";"2020-10-01";"0";"12";"";"0";"0";"0";"0";"1";"4";"0";"0";"0";"14";"";"1";"1";"NA";"";"1";"Kommunikationswissenschaft; Politikwissenschaft; vergleichbare Disziplin";"1";"1";"Public Interest Al; Machine Learning; Deep Learning";"0";"0";"";"0";"0";"";"1";"1";"Entwicklung des Forschungsprojektes ""Public Interest Al"" in enger Zusammenarbeit mit der Forschungsgruppierung, eigenständige und kollaborative Forschung und Veröffentlichungen zu Public Interest Al aus technischer Perspektive, Interesse an disziplinübergreifender Forschung";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"1";"idealierweise Berufserfahrung in der Wissenschaft oder in der Wirtschaft, bestenfalls mit Kontakten zu relavanten Netzwerkpartnern";"1";"1";"1";"nachgewiesene Praktische Erfahrung mit der Konzeption und Umsetzung von Machine Learning/Deep Learning Projekten oder im bereich Natural Language Processing (NLP); Interesse an disziplinübergreifender Forschung sowie die Fähigkeit, Anknüpfungspunkte zu anderen Fachgebieten zu identifizieren und zu nutzen; strategisches Denken und Organisationstalent; überdurchschnittlich hohes Maß an Freude an der interdisziplinären Zusammenarbeit, Eigenständigkeit, Gestaltungswillen, Verantwortungsbewusstsein, Motivation und Teamfähigkeit; Verhandlungssichere Deutsch- und Englischkenntnisse sind zwingend erforderlich";"1";"Strategische und konzeptionelle Mitarbeit beim Aufbau des Al und Social Labs und dessen langfristiger Weiterenwicklung und Etablierung; Entwicklung eines interdisziplinären und anwendungsorientierten Gemeindewohlkonzeptes in enger Abstimmung mit der Forschungsgruppenleitung; Entwicklung interdisziplinärer Forschungs- und Workshop-Formate für Erxpert*innen-Workshops und FOrmate des Wissenstransfers";"Entwicklung und Etablierung eines neuen Forschungsprojektes mit Raum für eigene Ideen in Zusammenarbeit mit der Projetleiterin sowie in enger Abstimmung mit dem Forschungsdirektorium in einem anerkannten, innovativen Forschungsinstitut; Unterstützung im Aufbau und in der strategischen Weiterentwicklung des kürzlich gegründeten Al & Society Labs; exzellente Position, um die eigene Forschung prominent zu plazieren, eigene Initiative zu entwickeln und mit Ihrer Expertise Einfluss auf laufende debatten um KI zu nehmen; Möglichkeit, Teil einer Forschungsgruppe zu werden, die sich explizit für die Qualifizierung und Förderung von Frauen in der KI-Forschung stark macht; ein attraktives und familienfreundliches Arbeitsumfeld mit flexiblen Arbeitszeiten, flachen Hierarchien in einem gelebten Gegenwurf zum traditionellen Wissenschaftsbetrieb, ein hochmotiviertes Team, das sehr eng zusammenarbeitet sowie engagierte Kolleg*innen aus verschiedenen Disziplinen in einem zukunftsweisender Institut mitten in Berlin";"1";"1";"0";"0";"1";"0";"0";"0"
"86";"GK";"";"2020-07-15_postdoc_uni_potsdam.pdf";"1";"";"Potsdam";"Universität Potsdam";"Brandenburgisches Zentrum für Medienwissenschaften";"Akademische/r Mitarbeiter/in (w/m/d)";"";"2020-05-28";"2020-07-15";"2020-10-01";"0";"12";"";"0";"2";"0";"0";"1";"3";"0";"0";"0";"13";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft; Journalistik; Informatik";"0";"1";"media Rekrutierung des Sozialen";"0";"0";"";"0";"0";"";"1";"1";"Mitarbeit in der Entwicklung des Forschungsdesigns, Vernetzung des Forschungsschwerpunkts mit ZeM-Wissenschaftler/-innen und Praxispartner-innen";"0";"0";"";"1";"1";"Mitarbeit an der Erstellung von Drittmittelanträgen";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"wissenschaftliche Kompetenzen für die Formulierung und Erarbeitung von Forschungsfragen und ihres Designs; hohe Team- und Organisationskompetenz; gute Deutsch- und Englischkenntnisse in Wort und Schrift";"1";"Erarbeitung eines umfassenden Fragekataolgs zum Themenbereich, Kooperation mit Akteur-innen des ZeM";"engagiertes Team, gute und kooperative Arbeitsatmosphäre";"1";"1";"1";"1";"0";"0";"1";"0"
"87";"GK";"";"2020-07-15_praedoc_uni_hamburg.pdf";"1";"";"Hamburg";"Universität Hamburg";"Fakultät für Wirtschafts- und Sozialwissenschaften";"Wissenschaftliche Mitarbeiter bzw. Wissenschaftlicher Mitarbeiter (m/w/d)";"";"";"2020-07-15";"2020-10-01";"0";"11";"";"0";"0";"0";"0";"1";"3";"0";"1";"0";"13";"";"0,5";"0";"2";"";"1";"Kommunikationswissenschaft; benachbarte Sozialwissenschaft";"0";"1";"Forschung und Lehre im Bereich Journalistik, Kommunikationswissenschaften, Klima- und WIsseenschaftskommunikation";"1";"1";"sehr gute Kenntnisse in qualitativen und quantitativen Methoden der Sozialforschung (insbesondere Erfahrung bei der Durchführung von Inhaltsanalysen, gute Grundlagen in Statistik), Entwicklung von Methoden , die qualitative, standardisierte und automatisierte Inhaltsanalyse verbinden";"1";"1";"Erste Erfahrung mit automatisierter Textanalyse und/oder Programmierung in R";"1";"1";"wissenschaftliche Mitarbeit in Forschung der Professur für Journalistik und Kommunikationswissenschaft, insb. Klima- und Wissenschaftskommunikation; Durchführung von Forschung im Team";"0";"0";"";"1";"1";"Unterstützung bei der Ausarbeitung von einem Drittmittelantrag in diesem Bereich";"1";"1";"Durchführung von lehrveranstaltungen, Lehre für Journalistik und Kommunkationswissenschaften";"1";"1";"Unterstützung bei der Organisation des Arbeitsbereiches und BEteiligung an der universitären Selbstverwaltung";"0";"";"1";"1";"1";"nachgewiesenes Interesse im Bereich international vergleichender Journalismusforschung, politischer KOmmunikation oder Nachhaltigkeitsthemen (in Forschung, Berufspaxis oder gesellschaftlichem Engagement), exzellente Kenntnisse in der englsichen Sprache und Auslandserfahrungen";"1";"Entwicklung einer Doktorarbeit im bereich ""Polarsierung öffentlicher Debatten zu Nachhaltigkeitsthemen im internationalen Vergleich";"eine der forschungsstärksten Universitäten Deutschlands, innovative und kooperative Verbindungen zu wissenschaftlichen und außerwissenschaftlichen Partnern";"1";"1";"1";"1";"1";"0";"0";"0"
